ID,T,X,Y,Z
8,38,137,145,56
8,39,135,142,56
8,40,134,139,55
8,41,133,135,54
8,42,132,132,53
8,43,131,128,51
8,44,130,125,50
8,45,129,122,48
8,46,128,119,46
8,47,127,116,44
8,48,126,114,43
8,49,124,111,41
8,50,124,109,40
8,51,123,107,38
8,52,122,107,37
8,53,121,106,36
8,54,121,106,36
8,55,120,107,35
8,56,119,108,34
8,57,118,110,34
8,58,118,114,34
8,59,118,117,34
8,60,117,121,34
8,61,117,124,35
8,62,117,126,36
8,63,117,128,38
8,64,118,128,40
8,65,118,129,42
8,66,119,128,44
8,67,120,128,47
8,68,121,128,48
8,69,122,126,50
8,70,124,124,52
8,71,126,123,53
8,72,128,121,54
8,73,130,120,55
8,74,133,117,55
8,75,136,116,56
8,76,139,114,57
8,77,142,113,57
8,78,146,111,58
8,79,149,110,58
8,80,153,109,59
8,81,158,108,59
8,82,163,107,60
8,83,167,107,61
8,84,171,107,61
8,85,174,108,62
8,86,176,110,64
8,87,177,111,65
8,88,178,113,67
8,89,178,116,69
8,90,177,119,71
8,91,176,123,73
8,92,174,128,74
8,93,173,134,75
8,94,170,139,75
8,95,168,142,75
8,96,165,146,75
8,97,163,149,75
9,48,114,164,116
9,49,112,159,114
9,50,110,153,112
9,51,108,149,109
9,52,106,144,107
9,53,103,140,105
9,54,100,136,103
9,55,96,133,101
9,56,93,131,99
9,57,89,129,97
9,58,86,128,96
9,59,82,128,95
9,60,79,129,94
9,61,75,132,94
9,62,72,135,94
9,63,68,141,94
9,64,65,146,95
9,65,62,152,96
9,66,61,158,98
9,67,59,164,99
9,68,58,171,100
9,69,58,178,101
9,70,58,186,101
9,71,61,192,101
9,72,64,199,101
9,73,68,206,101
9,74,73,213,101
9,75,79,219,101
9,76,85,223,101
9,77,90,226,101
9,78,94,229,100
9,79,99,230,100
9,80,103,231,100
9,81,107,232,99
9,82,111,231,99
9,83,114,231,99
9,84,116,230,99
9,85,117,229,99
9,86,117,227,99
9,87,116,226,99
9,88,114,224,99
9,89,113,223,99
9,90,110,221,99
9,91,107,219,99
9,92,104,216,99
9,93,100,214,99
9,94,96,212,99
9,95,93,209,100
9,96,88,207,100
9,97,84,205,101
9,98,79,202,101
9,99,75,199,101
10,0,170,128,55
10,1,170,128,55
10,2,170,128,54
10,3,169,128,54
10,4,168,129,54
10,5,167,130,54
10,6,167,132,54
10,7,166,132,54
10,8,164,134,54
10,9,163,135,54
10,10,161,135,54
10,11,159,137,55
10,12,157,139,55
10,13,155,139,55
10,14,153,141,55
10,15,150,142,55
10,16,148,144,55
10,17,145,146,55
10,18,142,146,55
10,19,140,148,55
10,20,138,149,55
10,21,135,150,55
10,22,132,151,55
10,23,131,152,55
10,24,128,153,55
10,25,127,153,55
10,26,126,154,54
10,27,124,154,54
10,28,124,155,54
10,29,123,155,53
10,30,122,154,52
10,31,122,154,52
10,32,123,153,51
10,33,124,153,50
10,34,124,152,49
10,35,126,150,48
10,36,127,149,48
10,37,128,148,47
10,38,130,146,46
10,39,132,144,45
10,40,134,142,45
10,41,136,139,44
10,42,139,138,43
10,43,144,135,43
10,44,149,132,43
10,45,155,130,43
10,46,163,128,43
10,47,170,125,43
10,48,177,124,43
10,49,184,121,44
10,50,192,120,44
10,51,199,118,45
10,52,205,117,45
10,53,209,117,46
10,54,212,116,47
10,55,212,117,48
10,56,212,117,49
10,57,212,120,51
10,58,210,122,53
10,59,208,126,55
10,60,205,131,57
10,61,201,135,59
10,62,196,139,60
10,63,191,142,61
10,64,187,144,61
10,65,182,147,62
10,66,177,149,62
10,67,171,153,61
10,68,166,156,61
10,69,161,159,60
10,70,156,163,60
10,71,151,166,60
10,72,146,168,60
10,73,142,170,61
10,74,137,170,61
10,75,133,170,61
10,76,130,170,61
10,77,126,169,61
10,78,124,167,60
10,79,121,166,59
10,80,118,163,59
10,81,117,161,57
10,82,115,159,57
10,83,114,156,55
10,84,114,153,54
10,85,114,150,54
10,86,114,147,52
10,87,114,145,52
10,88,115,142,50
10,89,116,139,50
10,90,117,138,49
10,91,119,135,48
10,92,121,133,48
10,93,124,132,47
10,94,126,130,47
10,95,128,129,47
10,96,132,128,47
10,97,135,128,47
10,98,137,128,47
10,99,140,128,47
11,0,127,162,86
11,1,128,160,87
11,2,129,158,88
11,3,130,156,88
11,4,130,153,88
11,5,129,151,87
11,6,128,148,86
11,7,128,145,85
11,8,127,141,84
11,9,125,138,82
11,10,124,135,80
11,11,123,132,78
11,12,121,130,77
11,13,120,128,75
11,14,118,126,72
11,15,117,125,70
11,16,114,124,68
11,17,113,124,65
11,18,111,125,63
11,19,110,126,61
11,20,110,128,60
11,21,109,131,58
11,22,108,135,57
11,23,108,139,57
11,24,109,144,56
11,25,109,150,55
11,26,110,157,55
11,27,110,164,55
11,28,111,170,56
11,29,112,174,57
11,30,114,177,57
11,31,114,180,59
11,32,116,182,60
11,33,117,183,61
11,34,119,184,63
11,35,121,184,65
11,36,122,183,66
11,37,124,182,68
11,38,125,181,70
11,39,127,180,72
11,40,128,177,73
11,41,130,175,75
11,42,132,173,77
11,43,132,170,78
11,44,134,167,80
11,45,135,164,81
11,46,135,161,82
11,47,136,159,84
11,48,136,156,85
11,49,137,153,86
11,50,137,152,87
11,51,137,150,87
11,52,136,149,88
11,53,136,149,88
11,54,135,149,89
11,55,135,149,89
11,56,134,151,89
11,57,132,154,88
11,58,132,156,88
11,59,130,159,87
11,60,128,160,87
11,61,127,161,86
11,62,124,162,85
11,63,121,163,84
11,64,118,163,83
11,65,114,163,82
11,66,110,163,80
11,67,107,162,79
11,68,103,161,77
11,69,98,161,76
11,70,93,160,74
11,71,89,160,73
11,72,85,159,71
11,73,80,158,70
11,74,75,157,68
11,75,71,156,67
11,76,67,156,66
11,77,63,155,64
11,78,60,155,62
11,79,57,154,61
11,80,54,154,60
11,81,53,153,59
11,82,52,153,59
11,83,51,153,58
11,84,52,153,58
11,85,54,153,58
11,86,56,153,59
11,87,59,153,59
11,88,63,153,59
11,89,68,153,60
11,90,73,153,60
11,91,79,153,60
11,92,84,153,60
11,93,89,153,61
11,94,94,153,61
11,95,100,153,62
11,96,106,154,64
11,97,111,154,65
11,98,116,154,67
11,99,119,154,69
12,0,132,73,79
12,1,130,74,79
12,2,128,75,78
12,3,127,78,78
12,4,124,80,78
12,5,123,82,77
12,6,121,82,76
12,7,119,82,75
12,8,117,81,73
12,9,116,79,71
12,10,114,79,70
12,11,112,77,68
12,12,110,75,66
12,13,109,73,63
12,14,107,71,61
12,15,107,68,58
12,16,105,67,55
12,17,104,65,53
12,18,103,62,50
12,19,102,61,47
12,20,101,59,43
12,21,101,58,40
12,22,100,56,38
12,23,100,55,35
12,24,100,55,33
12,25,100,54,31
12,26,100,55,29
12,27,100,56,28
12,28,101,58,27
12,29,102,59,27
12,30,103,61,27
12,31,103,65,28
12,32,104,68,29
12,33,105,74,32
12,34,106,78,34
12,35,107,82,38
12,36,107,86,43
12,37,108,89,48
12,38,108,91,53
12,39,109,93,59
12,40,109,95,64
12,41,110,96,68
12,42,110,96,71
12,43,110,97,75
12,44,111,97,77
12,45,112,97,78
12,46,114,96,80
12,47,115,95,80
12,48,117,93,81
12,49,118,93,80
12,50,121,91,80
12,51,124,90,79
12,52,127,89,78
12,53,131,89,77
12,54,135,88,76
12,55,139,88,74
12,56,141,87,73
12,57,142,86,71
12,58,144,86,69
12,59,145,86,67
12,60,145,86,65
12,61,145,86,63
12,62,145,85,61
12,63,144,85,59
12,64,143,84,58
12,65,142,84,56
12,66,141,83,54
12,67,140,82,53
12,68,139,82,51
12,69,138,82,50
12,70,136,81,48
12,71,135,80,47
12,72,134,79,46
12,73,133,79,45
12,74,133,77,44
12,75,133,76,43
12,76,134,75,43
12,77,135,74,43
12,78,136,73,42
12,79,136,72,42
12,80,136,71,42
12,81,135,70,42
12,82,135,69,42
12,83,133,68,43
12,84,132,68,43
12,85,132,68,44
12,86,131,67,45
12,87,130,68,46
12,88,130,68,47
12,89,130,69,48
12,90,131,70,48
12,91,132,71,48
12,92,132,71,48
12,93,133,71,48
12,94,134,71,48
12,95,135,72,48
12,96,135,72,48
12,97,136,72,48
12,98,137,72,48
12,99,139,73,48
13,0,127,79,49
13,1,128,79,48
13,2,128,79,48
13,3,127,77,47
13,4,126,75,47
13,5,125,73,47
13,6,124,71,47
13,7,122,68,47
13,8,121,65,47
13,9,118,62,48
13,10,116,59,50
13,11,113,57,51
13,12,110,54,52
13,13,107,53,53
13,14,104,51,54
13,15,101,51,54
13,16,98,51,54
13,17,95,51,54
13,18,92,52,54
13,19,89,54,54
13,20,86,57,54
13,21,82,58,53
13,22,79,60,53
13,23,76,61,53
13,24,73,62,53
13,25,71,62,53
13,26,68,63,53
13,27,66,64,53
13,28,65,64,54
13,29,63,65,54
13,30,62,65,53
13,31,61,66,53
13,32,61,67,52
13,33,60,68,52
13,34,60,69,51
13,35,60,70,50
13,36,60,72,49
13,37,61,74,48
13,38,61,75,47
13,39,63,77,46
13,40,65,79,45
13,41,66,81,44
13,42,68,82,43
13,43,68,84,41
13,44,70,86,40
13,45,71,87,39
13,46,72,89,38
13,47,73,90,37
13,48,75,92,37
13,49,76,93,37
13,50,79,94,37
13,51,81,96,37
13,52,83,96,37
13,53,87,97,37
13,54,90,98,37
13,55,95,99,37
13,56,99,99,37
13,57,103,100,37
13,58,107,100,37
13,59,109,99,37
13,60,110,99,37
13,61,110,98,37
13,62,110,96,36
13,63,108,96,36
13,64,106,93,36
13,65,103,92,36
13,66,100,89,36
13,67,96,86,36
13,68,93,83,36
13,69,89,80,36
13,70,85,76,36
13,71,82,72,36
13,72,78,68,36
13,73,75,63,36
13,74,71,59,36
13,75,68,54,36
13,76,65,51,36
13,77,62,47,37
13,78,60,44,37
13,79,58,40,38
13,80,56,38,38
13,81,55,35,39
13,82,54,33,40
13,83,53,31,41
13,84,53,30,43
13,85,54,29,44
13,86,54,29,46
13,87,56,29,48
13,88,58,30,50
13,89,61,32,52
13,90,65,34,53
13,91,68,37,54
13,92,74,40,54
13,93,79,43,55
13,94,82,47,55
13,95,86,51,55
13,96,89,55,55
13,97,92,61,55
13,98,93,66,55
13,99,95,73,55
14,0,202,76,70
14,1,202,75,70
14,2,202,75,70
14,3,200,74,70
14,4,199,73,70
14,5,198,72,70
14,6,196,70,70
14,7,195,68,71
14,8,193,67,71
14,9,191,65,73
14,10,189,64,75
14,11,187,62,76
14,12,185,61,77
14,13,184,59,78
14,14,184,58,78
14,15,184,55,78
14,16,184,54,79
14,17,186,53,79
14,18,188,51,79
14,19,190,50,79
14,20,194,48,79
14,21,198,47,78
14,22,200,46,78
14,23,202,45,78
14,24,204,44,78
14,25,205,44,77
14,26,206,43,77
14,27,207,42,77
14,28,207,41,77
14,29,207,40,76
14,30,207,40,75
14,31,206,40,74
14,32,206,40,73
14,33,205,40,73
14,34,205,40,72
14,35,203,40,72
14,36,202,40,72
14,37,202,41,72
14,38,201,42,72
14,39,200,44,72
14,40,199,44,72
14,41,198,46,73
14,42,198,47,73
14,43,198,47,74
14,44,197,48,75
14,45,196,48,75
14,46,195,48,76
14,47,195,47,76
14,48,193,47,77
14,49,192,46,77
14,50,191,45,77
14,51,191,44,78
14,52,190,43,78
14,53,190,41,78
14,54,189,40,78
14,55,189,38,78
14,56,189,37,78
14,57,189,36,77
14,58,189,35,77
14,59,188,34,77
14,60,188,34,77
14,61,188,34,76
14,62,188,34,75
14,63,187,36,75
14,64,186,37,74
14,65,184,39,73
14,66,184,42,73
14,67,182,44,72
14,68,181,46,71
14,69,179,47,70
14,70,178,47,69
14,71,177,47,68
14,72,175,47,67
14,73,174,47,66
14,74,173,46,65
14,75,172,45,64
14,76,170,44,63
14,77,170,43,62
14,78,170,42,62
14,79,170,41,61
14,80,170,40,61
14,81,171,40,60
14,82,172,40,60
14,83,174,41,60
14,84,176,42,61
14,85,179,44,61
14,86,182,47,62
14,87,186,50,64
14,88,190,54,66
14,89,192,58,68
14,90,195,63,70
14,91,196,67,71
14,92,197,70,73
14,93,198,72,75
14,94,197,74,76
14,95,197,75,77
14,96,196,76,78
14,97,195,76,78
14,98,194,76,79
14,99,192,75,79
15,0,68,135,25
15,1,70,133,27
15,2,73,132,29
15,3,76,132,31
15,4,81,131,34
15,5,86,130,35
15,6,93,130,37
15,7,98,131,39
15,8,103,131,40
15,9,108,132,41
15,10,113,133,43
15,11,117,135,44
15,12,121,136,45
15,13,124,139,47
15,14,127,141,48
15,15,128,143,50
15,16,129,146,51
15,17,130,150,53
15,18,129,154,55
15,19,128,159,57
15,20,128,163,58
15,21,126,168,59
15,22,124,174,60
15,23,122,178,60
15,24,119,182,60
15,25,117,185,60
15,26,114,188,59
15,27,111,191,59
15,28,108,192,58
15,29,105,194,57
15,30,102,195,55
15,31,100,195,54
15,32,96,195,53
15,33,94,195,52
15,34,91,194,51
15,35,89,192,50
15,36,87,190,48
15,37,86,187,47
15,38,83,184,47
15,39,82,180,46
15,40,80,176,45
15,41,79,171,44
15,42,78,167,43
15,43,76,162,43
15,44,76,157,42
15,45,75,153,41
15,46,75,147,41
15,47,76,142,40
15,48,78,137,40
15,49,79,132,40
15,50,82,128,39
15,51,85,124,39
15,52,89,121,38
15,53,92,117,38
15,54,95,115,38
15,55,97,114,39
15,56,100,113,39
15,57,101,113,39
15,58,102,114,39
15,59,103,116,39
15,60,103,120,39
15,61,103,125,38
15,62,103,132,38
